1011011000110001010111011110010110010011110101010101001010001010000110100110101111011,2736.0
0011011000110001010111011110010110010011110101010101001010001010000110100110101111011,2736.0
0011011000111001010111011110010110010011110101010101001010001010000110100100100101111,2736.0
0011011000111001010111011110010110010011110101010101001010001010000110100110101111011,2736.0
0011011000111001010111011110010110010011110001010101001010001010000110100110101101111,2736.0
0011011000111001010111011110010110010011110001010101001010001010000110100110101101111,2736.0
0011011000111001010111011110010110010011110101010101001010001010000110100110101111011,2736.0
1011011000110001010111011110010110010011110101010101001010001010000110100110101111011,2736.0
0011011000111001010111011110010110010011110101010101001010001010000110100100101101111,2736.0
0011011000111001010111011110010110010011110101010101001010001010000110100110101111011,2736.0
0011011000111001010111011110010110010011110101010101001010001010000110100110101111011,2736.0
0011011000110001010111011110010110010011110101010101001010001010000110100110101111011,2736.0
0011011000111001010111011110010110010011110101010101001010001010000100100110101101111,2736.0
0011011000111001010111011110010110010011110101010101001010001010000110100110101101111,2736.0
0011011000111001010111011110010110010011110101010101001010001010000110100110101101111,2736.0
0011011000111001010111011110010110010011110101010101001010001010000100100110101111011,2736.0
0011011000111001010111011110010110010011110101010101001010001010000110100110101101111,2736.0
0011011000111001010111011110010110010011110101010101001010001010000110100110101101111,2736.0
0011011000111001010111011110010110010011110101010101001010001010000110100110101101111,2736.0
0011011000110001010111011110010110010011110101010101001010001010000110100100100101111,2736.0
